atc_code;atc_name;ddd;uom;adm_r;note;TRAD
J01E;SULFONAMIDES AND TRIMETHOPRIM;NA;NA;NA;NA;SULFONAMIDAS Y TRIMETOPRIMA
J01EA;Trimethoprim and derivatives;NA;NA;NA;NA;TRIMETOPRIMA Y DERIVADOS
J01EA01;trimethoprim;0.4;g;O;NA;TRIMETOPRIMA
J01EA01;trimethoprim;0.4;g;P;NA;TRIMETOPRIMA
J01EA02;brodimoprim;0.2;g;O;NA;BRODIMOPRIM
J01EA03;iclaprim;NA;NA;NA;NA;ICLAPRIM
J01EB;Short-acting sulfonamides;NA;NA;NA;NA;SULFONAMIDAS DE ACCIÓN CORTA
J01EB01;sulfaisodimidine;4;g;O;NA;SULFAISODIMIDINA
J01EB01;sulfaisodimidine;4;g;P;NA;SULFAISODIMIDINA
J01EB02;sulfamethizole;4;g;O;NA;SULFAMETHIZOL
J01EB03;sulfadimidine;4;g;O;NA;SULFADIMIDINA
J01EB04;sulfapyridine;1;g;O;NA;SULFAPIRIDINA
J01EB05;sulfafurazole;4;g;O;NA;SULFAFURAZOL
J01EB05;sulfafurazole;4;g;P;NA;SULFAFURAZOL
J01EB06;sulfanilamide;NA;NA;NA;NA;SULFANILAMIDA
J01EB07;sulfathiazole;NA;NA;NA;NA;SULFATIAZOL
J01EB08;sulfathiourea;6;g;O;NA;SULFATIOURA
J01EB20;combinations;NA;NA;NA;NA;COMBINACIONES
J01EC;Intermediate-acting sulfonamides;NA;NA;NA;NA;SULFONAMIDAS DE ACCIÓN INTERMEDIA
J01EC01;sulfamethoxazole;2;g;O;NA;SULFAMETOXAZOL
J01EC02;sulfadiazine;0.6;g;O;NA;SULFADIAZINA
J01EC03;sulfamoxole;1;g;O;NA;SULFAMOXOL
J01EC03;sulfamoxole;1;g;P;NA;SULFAMOXOL
J01EC20;combinations;NA;NA;NA;NA;COMBINACIONES
J01ED;Long-acting sulfonamides;NA;NA;NA;NA;SULFONAMIDAS DE ACCIÓN PROLONGADA
J01ED01;sulfadimethoxine;0.5;g;O;NA;SULFADIMETOXINA
J01ED02;sulfalene;0.1;g;O;NA;SULFALENO
J01ED03;sulfametomidine;NA;NA;NA;NA;SULFAMETOMIDINA
J01ED04;sulfametoxydiazine;0.5;g;O;NA;SULFAMETOXIDIAZINA
J01ED05;sulfamethoxypyridazine;0.5;g;O;NA;SULFAMETOXICIDIAZINA
J01ED06;sulfaperin;0.5;g;O;NA;SULFAPERINA
J01ED07;sulfamerazine;3;g;O;NA;SULFAMERAZINA
J01ED08;sulfaphenazole;1;g;O;NA;SULFAFENAZOL
J01ED09;sulfamazone;1.5;g;O;NA;SULFAMAZONA
J01ED09;sulfamazone;1.5;g;R;NA;SULFAMAZONA
J01ED20;combinations;NA;NA;NA;NA;COMBINACIONES
J01EE;Combinations of sulfonamides and trimethoprim, incl. derivatives;NA;NA;NA;NA;COMBINACIONES DE SULFONAMIDAS Y TRIMETOPRIM, INCL. SUS DERIVADOS
J01EE01;sulfamethoxazole and trimethoprim;NA;NA;NA;NA;SULFAMETOXAZOL Y TRIMETOPRIMA
J01EE02;sulfadiazine and trimethoprim;NA;NA;NA;NA;SULFADIAZINA Y TRIMETOPRIMA
J01EE03;sulfametrole and trimethoprim;NA;NA;NA;NA;SULFAMETROL Y TRIMETOPRIMA
J01EE04;sulfamoxole and trimethoprim;NA;NA;NA;NA;SULFAMOXOL Y TRIMETOPRIMA
J01EE05;sulfadimidine and trimethoprim;NA;NA;NA;NA;SULFADIMIDINA Y TRIMETOPRIMA
J01EE06;sulfadiazine and tetroxoprim;NA;NA;NA;NA;SULFADIAZINA Y TETROXOPRIM
J01EE07;sulfamerazine and trimethoprim;NA;NA;NA;NA;SULFAMERAZINA Y TRIMETOPRIMA
J01F;MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS;NA;NA;NA;NA;MACRÓLIDOS, LINCOSAMIDAS Y ESTREPTOGRAMINAS
J01FA;Macrolides;NA;NA;NA;NA;MACRÓLIDOS
J01FA01;erythromycin;1;g;O;NA;ERITROMICINA
J01FA01;erythromycin;2;g;O;erythromycin ethylsuccinate tablets;ERITROMICINA
J01FA01;erythromycin;1;g;P;NA;ERITROMICINA
J01FA02;spiramycin;3;g;O;NA;ESPIRAMICINA
J01FA03;midecamycin;1.2;g;O;NA;MIDECAMYCIN
J01FA03;midecamycin;1;g;P;NA;MIDECAMYCIN
J01FA05;oleandomycin;1;g;O;NA;OLEANDOMICINA
J01FA06;roxithromycin;0.3;g;O;NA;ROXITROMICINA
J01FA07;josamycin;2;g;O;NA;JOSAMICINA
J01FA08;troleandomycin;1;g;O;NA;TROLEANDOMICINA
J01FA09;clarithromycin;0.5;g;O;NA;CLARITROMICINA
J01FA09;clarithromycin;1;g;P;NA;CLARITROMICINA
J01FA10;azithromycin;0.3;g;O;NA;AZITROMICINA
J01FA10;azithromycin;0.5;g;P;NA;AZITROMICINA
J01FA11;miocamycin;1.2;g;O;NA;MIOCAMYCIN
J01FA12;rokitamycin;0.8;g;O;NA;ROKITAMICINA
J01FA13;dirithromycin;0.5;g;O;NA;DIRITROMICINA
J01FA14;flurithromycin;0.75;g;O;NA;FLURITROMICINA
J01FA15;telithromycin;0.8;g;O;NA;TELITROMICINA
J01FA16;solithromycin;NA;NA;NA;NA;SOLITROMICINA
J01FF;Lincosamides;NA;NA;NA;NA;LINCOSAMIDAS
J01FF01;clindamycin;1.2;g;O;NA;CLINDAMICINA
J01FF01;clindamycin;1.8;g;P;NA;CLINDAMICINA
J01FF02;lincomycin;1.8;g;O;NA;LINCOMICINA
J01FF02;lincomycin;1.8;g;P;NA;LINCOMICINA
J01FG;Streptogramins;NA;NA;NA;NA;ESTREPTOGRAMINAS
J01FG01;pristinamycin;2;g;O;NA;PRISTINAMICINA
J01FG02;quinupristin/dalfopristin;1.5;g;P;NA;QUINUPRISTINA/DALFOPRISTINA
J01G;AMINOGLYCOSIDE ANTIBACTERIALS;NA;NA;NA;NA;ANTIBACTERIANOS AMINOGLUCÓSIDOS
J01GA;Streptomycins;NA;NA;NA;NA;ESTREPTOMICINAS
J01GA01;streptomycin;1;g;P;NA;ESTREPTOMICINA
J01GA02;streptoduocin;1;g;P;NA;ESTREPTODUOCINA
J01GB;Other aminoglycosides;NA;NA;NA;NA;OTROS AMINOGLUCÓSIDOS
J01GB01;tobramycin;0.112;g;Inhal.powder;NA;TOBRAMICINA
J01GB01;tobramycin;0.3;g;Inhal.solution;NA;TOBRAMICINA
J01GB01;tobramycin;0.24;g;P;NA;TOBRAMICINA
J01GB03;gentamicin;0.24;g;P;NA;GENTAMICINA
J01GB04;kanamycin;1;g;P;NA;KANAMICINA
J01GB05;neomycin;1;g;P;NA;NEOMICINA
J01GB06;amikacin;0.59;g;Inhal.solution;NA;AMIKACINA
J01GB06;amikacin;1;g;P;NA;AMIKACINA
J01GB07;netilmicin;0.35;g;O;NA;NETILMICINA
J01GB07;netilmicin;0.35;g;P;NA;NETILMICINA
J01GB08;sisomicin;0.24;g;P;NA;SISOMICINA
J01GB09;dibekacin;0.14;g;P;NA;DIBEKACINA
J01GB10;ribostamycin;1;g;P;NA;RIBOSTAMMICINA
J01GB11;isepamicin;0.4;g;P;NA;ISEPAMICINA
J01GB12;arbekacin;0.2;g;P;NA;ARBEKACIN
J01GB13;bekanamycin;0.6;g;P;NA;BEKANAMICINA
J01GB14;plazomicin;NA;NA;NA;NA;PLAZOMICINA
J01M;QUINOLONE ANTIBACTERIALS;NA;NA;NA;NA;ANTIBACTERIANOS DE QUINOLONAS
J01MA;Fluoroquinolones;NA;NA;NA;NA;FLUOROQUINOLONAS
J01MA01;ofloxacin;0.4;g;O;NA;OFLOXACINA
J01MA01;ofloxacin;0.4;g;P;NA;OFLOXACINA
J01MA02;ciprofloxacin;1;g;O;NA;CIPROFLOXACINO
J01MA02;ciprofloxacin;0.8;g;P;NA;CIPROFLOXACINO
J01MA03;pefloxacin;0.8;g;O;NA;PEFLOXACINA
J01MA03;pefloxacin;0.8;g;P;NA;PEFLOXACINA
J01MA04;enoxacin;0.8;g;O;NA;ENOXACINA
J01MA05;temafloxacin;0.8;g;O;NA;TEMAFLOXACINA
J01MA06;norfloxacin;0.8;g;O;NA;NORFLOXACINA
J01MA07;lomefloxacin;0.4;g;O;NA;LOMEFLOXACINO
J01MA08;fleroxacin;0.4;g;O;NA;FLEROXACINA
J01MA08;fleroxacin;0.4;g;P;NA;FLEROXACINA
J01MA09;sparfloxacin;0.2;g;O;NA;ESPARFLOXACINA
J01MA10;rufloxacin;0.2;g;O;NA;RUFLOXACINA
J01MA11;grepafloxacin;0.4;g;O;NA;GREPAFLOXACINA
J01MA12;levofloxacin;0.24;g;Inhal.solution;NA;LEVOFLOXACINO
J01MA12;levofloxacin;0.5;g;O;NA;LEVOFLOXACINO
J01MA12;levofloxacin;0.5;g;P;NA;LEVOFLOXACINO
J01MA13;trovafloxacin;0.2;g;O;NA;TROVAFLOXACINA
J01MA13;trovafloxacin;0.2;g;P;NA;TROVAFLOXACINA
J01MA14;moxifloxacin;0.4;g;O;NA;MOXIFLOXACINA
J01MA14;moxifloxacin;0.4;g;P;NA;MOXIFLOXACINA
J01MA15;gemifloxacin;0.32;g;O;NA;GEMIFLOXACINA
J01MA15;gemifloxacin;0.2;g;P;NA;GEMIFLOXACINA
J01MA16;gatifloxacin;0.4;g;O;NA;GATIFLOXACINA
J01MA16;gatifloxacin;0.4;g;P;NA;GATIFLOXACINA
J01MA17;prulifloxacin;0.6;g;O;NA;PRULIFLOXACINO
J01MA18;pazufloxacin;1;g;P;NA;PAZUFLOXACINA
J01MA19;garenoxacin;0.4;g;O;NA;GARENOXACINA
J01MA21;sitafloxacin;0.1;g;O;NA;SITAFLOXACINA
J01MA22;tosufloxacin;0.45;g;O;NA;TOSUFLOXACINA
J01MA23;delafloxacin;0.9;g;O;NA;DELAFLOXACINA
J01MA23;delafloxacin;0.6;g;P;NA;DELAFLOXACINA
J01MA24;levonadifloxacin;NA;NA;NA;NA;LEVONADIFLOXACINA
J01MA25;lascufloxacin;75;mg;O;NA;LASCUFLOXACINA
J01MB;Other quinolones;NA;NA;NA;NA;OTRAS QUINOLONAS
J01MB01;rosoxacin;0.3;g;O;NA;ROSOXACINA
J01MB02;nalidixic acid;4;g;O;NA;ÁCIDO NALIDÍXICO
J01MB03;piromidic acid;2;g;O;NA;ÁCIDO PIROMÍDICO
J01MB04;pipemidic acid;0.8;g;O;NA;ÁCIDO PIPEMÍDICO
J01MB05;oxolinic acid;1;g;O;NA;ÁCIDO OXOLÍNICO
J01MB06;cinoxacin;1;g;O;NA;CINOXACINA
J01MB07;flumequine;1.2;g;O;NA;FLUMEQUINA
J01MB08;nemonoxacin;NA;NA;NA;NA;NEMONOXACINA
J01R;COMBINATIONS OF ANTIBACTERIALS;NA;NA;NA;NA;COMBINACIONES DE ANTIBACTERIANOS
J01RA;Combinations of antibacterials;NA;NA;NA;NA;COMBINACIONES DE ANTIBACTERIANOS
J01RA01;penicillins, combinations with other antibacterials;NA;NA;NA;NA;PENICILINAS, COMBINACIONES CON OTROS ANTIBACTERIANOS
J01RA02;sulfonamides, combinations with other antibacterials (excl. trimethoprim);NA;NA;NA;NA;SULFAMIDAS, COMBINACIONES CON OTROS ANTIBACTERIANOS (EXC. TRIMETOPRIM)
J01RA03;cefuroxime and metronidazole;NA;NA;NA;NA;CEFUROXIMA Y METRONIDAZOL
J01RA04;spiramycin and metronidazole;NA;NA;NA;NA;ESPIRAMICINA Y METRONIDAZOL
J01RA05;levofloxacin and ornidazole;NA;NA;NA;NA;LEVOFLOXACINO Y ORNIDAZOL
J01RA06;cefepime and amikacin;NA;NA;NA;NA;CEFEPIMA Y AMIKACINA
J01RA07;azithromycin, fluconazole and secnidazole;NA;NA;NA;NA;AZITROMICINA, FLUCONAZOL Y SECNIDAZOL
J01RA08;tetracycline and oleandomycin;NA;NA;NA;NA;TETRACICLINA Y OLEANDOMICINA
J01RA09;ofloxacin and ornidazole;NA;NA;NA;NA;OFLOXACINO Y ORNIDAZOL
J01RA10;ciprofloxacin and metronidazole;NA;NA;NA;NA;CIPROFLOXACINO Y METRONIDAZOL
J01RA11;ciprofloxacin and tinidazole;NA;NA;NA;NA;CIPROFLOXACINO Y TINIDAZOL
J01RA12;ciprofloxacin and ornidazole;NA;NA;NA;NA;CIPROFLOXACINO Y ORNIDAZOL
J01RA13;norfloxacin and tinidazole;NA;NA;NA;NA;NORFLOXACINO Y TINIDAZOL
J01RA14;norfloxacin and metronidazole;NA;NA;NA;NA;NORFLOXACINO Y METRONIDAZOL
J01RA15;cefixime and ornidazole;NA;NA;NA;NA;CEFIXIMA Y ORTIDAZOL
J01RA16;cefixime and azithromycin;NA;NA;NA;NA;CEFIXIMA Y AZITROMICINA
J01X;OTHER ANTIBACTERIALS;NA;NA;NA;NA;OTROS ANTIBACTERIANOS
J01XA;Glycopeptide antibacterials;NA;NA;NA;NA;GLICOPÉPTIDOS ANTIBACTERIANOS
J01XA01;vancomycin;2;g;P;NA;VANCOMICINA
J01XA02;teicoplanin;0.4;g;P;NA;TEICOPLANIN
J01XA03;telavancin;NA;NA;NA;NA;TELAVANCINA
J01XA04;dalbavancin;1.5;g;P;course dose;DALBAVANCINA
J01XA05;oritavancin;NA;NA;NA;NA;ORITAVANCINA
J01XB;Polymyxins;NA;NA;NA;NA;POLIMIXINAS
J01XB01;colistin;3;MU;Inhal.powder;NA;COLISTINA
J01XB01;colistin;3;MU;Inhal.solution;NA;COLISTINA
J01XB01;colistin;9;MU;P;NA;COLISTINA
J01XB02;polymyxin B;0.15;g;P;NA;POLIMIXINA B
J01XC;Steroid antibacterials;NA;NA;NA;NA;ANTIBACTERIANOS ESTEROIDES
J01XC01;fusidic acid;1.5;g;O;NA;ÁCIDO FUSÍDICO
J01XC01;fusidic acid;1.5;g;P;NA;ÁCIDO FUSÍDICO
J01XD;Imidazole derivatives;NA;NA;NA;NA;DERIVADOS DEL IMIDAZOL
J01XD01;metronidazole;1.5;g;P;NA;METRONIDAZOL
J01XD02;tinidazole;1.5;g;P;NA;TINIDAZOL
J01XD03;ornidazole;1;g;P;NA;ORNIDAZOL
J01XE;Nitrofuran derivatives;NA;NA;NA;NA;DERIVADOS DEL NITROFURANO
J01XE01;nitrofurantoin;0.2;g;O;NA;NITROFURANTOÍNA
J01XE02;nifurtoinol;0.16;g;O;NA;NIFURTOINOL
J01XE03;furazidin;0.3;g;O;NA;FURAZIDINA
J01XE51;nitrofurantoin, combinations;NA;NA;NA;NA;NITROFURANTOÍNA, COMBINACIONES
J01XX;Other antibacterials;NA;NA;NA;NA;OTROS ANTIBACTERIANOS
J01XX01;fosfomycin;3;g;O;NA;FOSFOMICINA
J01XX01;fosfomycin;8;g;P;NA;FOSFOMICINA
J01XX02;xibornol;NA;NA;NA;NA;XIBORNOL
J01XX03;clofoctol;1.5;g;R;NA;CLOFOCTOL
J01XX04;spectinomycin;3;g;P;NA;ESPECTINOMICINA
J01XX05;methenamine;2;g;O;hippurate;METENAMINA
J01XX05;methenamine;3;g;O;mandelate;METENAMINA
J01XX06;mandelic acid;12;g;O;NA;ÁCIDO MANDÉLICO
J01XX07;nitroxoline;1;g;O;NA;NITROXOLINA
J01XX08;linezolid;1.2;g;O;NA;LINEZOLID
J01XX08;linezolid;1.2;g;P;NA;LINEZOLID
J01XX09;daptomycin;0.28;g;P;NA;DAPTOMICINA
J01XX10;bacitracin;NA;NA;NA;NA;BACITRACINA
J01XX11;tedizolid;0.2;g;O;NA;TEDIZOLID
J01XX11;tedizolid;0.2;g;P;NA;TEDIZOLID
J01XX12;lefamulin;NA;NA;NA;NA;LEFAMULINA
J02;ANTIMYCOTICS FOR SYSTEMIC USE;NA;NA;NA;NA;ANTIMICÓTICOS DE USO SISTÉMICO
J02A;ANTIMYCOTICS FOR SYSTEMIC USE;NA;NA;NA;NA;ANTIMICÓTICOS DE USO SISTÉMICO
J02AA;Antibiotics;NA;NA;NA;NA;ANTIBIÓTICOS
J02AA01;amphotericin B;35;mg;P;NA;ANFOTERICINA B
J02AA01;amphotericin B;210;mg;P;lipid formulations;ANFOTERICINA B
J02AA02;hachimycin;NA;NA;NA;NA;HACHIMYCIN
J02AB;Imidazole derivatives;NA;NA;NA;NA;DERIVADOS DEL IMIDAZOL
J02AB01;miconazole;1;g;P;NA;MICONAZOL
J02AB02;ketoconazole;0.2;g;O;NA;KETOCONAZOL
J02AC;Triazole and tetrazole derivatives;NA;NA;NA;NA;DERIVADOS DEL TRIAZOL Y EL TETRAZOL
J02AC01;fluconazole;0.2;g;O;NA;FLUCONAZOL
J02AC01;fluconazole;0.2;g;P;NA;FLUCONAZOL
J02AC02;itraconazole;0.2;g;O;NA;ITRACONAZOL
J02AC02;itraconazole;0.2;g;P;NA;ITRACONAZOL
J02AC03;voriconazole;0.4;g;O;NA;VORICONAZOL
J02AC03;voriconazole;0.4;g;P;NA;VORICONAZOL
J02AC04;posaconazole;0.3;g;O;NA;POSACONAZOL
J02AC04;posaconazole;0.3;g;P;NA;POSACONAZOL
J02AC05;isavuconazole;0.2;g;O;NA;ISAVUCONAZOL
J02AC05;isavuconazole;0.2;g;P;NA;ISAVUCONAZOL
J02AC06;oteseconazole;21;mg;O;NA;OTESECONAZOL
J02AX;Other antimycotics for systemic use;NA;NA;NA;NA;OTROS ANTIMICÓTICOS DE USO SISTÉMICO
J02AX01;flucytosine;10;g;O;NA;FLUCITOSINA
J02AX01;flucytosine;10;g;P;NA;FLUCITOSINA
J02AX04;caspofungin;50;mg;P;NA;CASPOFUNGINA
J02AX05;micafungin;0.1;g;P;NA;MICAFUNGIN
J02AX06;anidulafungin;0.1;g;P;NA;ANIDULAFUNGIN
J02AX07;ibrexafungerp;NA;NA;NA;NA;IBREXAFUNGERP
J02AX08;rezafungin acetate;NA;NA;NA;NA;ACETATO DE REZAFUNGINA
J04;ANTIMYCOBACTERIALS;NA;NA;NA;NA;ANTIMICOBACTERIANOS
J04A;DRUGS FOR TREATMENT OF TUBERCULOSIS;NA;NA;NA;NA;MEDICAMENTOS PARA EL TRATAMIENTO DE LA TUBERCULOSIS
J04AA;Aminosalicylic acid and derivatives;NA;NA;NA;NA;ÁCIDO AMINOSALICÍLICO Y DERIVADOS
J04AA01;4-aminosalicylic acid;12;g;O;NA;ÁCIDO 4-AMINOSALICÍLICO
J04AA02;sodium aminosalicylate;14;g;O;NA;AMINOSALICILATO DE SODIO
J04AA02;sodium aminosalicylate;14;g;P;NA;AMINOSALICILATO DE SODIO
J04AA03;calcium aminosalicylate;15;g;O;NA;AMINOSALICILATO DE CALCIO
J04AB;Antibiotics;NA;NA;NA;NA;ANTIBIÓTICOS
J04AB01;cycloserine;0.75;g;O;NA;CICLOSERINA
J04AB02;rifampicin;0.6;g;O;NA;RIFAMPICINA
J04AB02;rifampicin;0.6;g;P;NA;RIFAMPICINA
J04AB03;rifamycin;0.6;g;P;NA;RIFAMICINA
J04AB04;rifabutin;0.15;g;O;NA;RIFABUTINA
J04AB05;rifapentine;0.11;g;O;NA;RIFAPENTINA
J04AB06;enviomycin;1;g;P;NA;ENVIOMICINA
J04AB30;capreomycin;1;g;P;NA;CAPREOMICINA
J04AC;Hydrazides;NA;NA;NA;NA;HIDRAZIDAS
J04AC01;isoniazid;0.3;g;O;NA;ISONIACIDA
J04AC01;isoniazid;0.3;g;P;NA;ISONIACIDA
J04AC51;isoniazid, combinations;NA;NA;NA;NA;ISONIAZIDA, COMBINACIONES
J04AD;Thiocarbamide derivatives;NA;NA;NA;NA;DERIVADOS DE LA TIOCARBAMIDA
J04AD01;protionamide;0.75;g;O;NA;PROTIONAMIDA
J04AD02;tiocarlide;7;g;O;NA;TIOCARLIDE
J04AD03;ethionamide;0.75;g;O;NA;ETIONAMIDA
J04AK;Other drugs for treatment of tuberculosis;NA;NA;NA;NA;OTROS MEDICAMENTOS PARA EL TRATAMIENTO DE LA TUBERCULOSIS
J04AK01;pyrazinamide;1.5;g;O;NA;PIRAZINAMIDA
J04AK02;ethambutol;1.2;g;O;NA;ETAMBUTOL
J04AK02;ethambutol;1.2;g;P;NA;ETAMBUTOL
J04AK03;terizidone;NA;NA;NA;NA;TERIZIDONA
J04AK04;morinamide;NA;NA;NA;NA;MORINAMIDA
J04AK05;bedaquiline;86;mg;O;NA;BEDAQUILINA
J04AK06;delamanid;0.2;g;O;NA;DELAMÁNIDA
J04AK07;thioacetazone;NA;NA;NA;NA;TIOACETAZONA
J04AK08;pretomanid;0.2;g;O;NA;PRETOMANIDA
J04AM;Combinations of drugs for treatment of tuberculosis;NA;NA;NA;NA;COMBINACIONES DE FÁRMACOS PARA EL TRATAMIENTO DE LA TUBERCULOSIS
J04AM01;streptomycin and isoniazid;NA;NA;NA;NA;ESTREPTOMICINA E ISONIAZIDA
J04AM02;rifampicin and isoniazid;NA;NA;NA;NA;RIFAMPICINA E ISONIAZIDA
J04AM03;ethambutol and isoniazid;NA;NA;NA;NA;ETAMBUTOL E ISONIAZIDA
J04AM04;thioacetazone and isoniazid;NA;NA;NA;NA;TIOACETAZONA E ISONIAZIDA
J04AM05;rifampicin, pyrazinamide and isoniazid;NA;NA;NA;NA;RIFAMPICINA, PIRAZINAMIDA E ISONIAZIDA
J04AM06;rifampicin, pyrazinamide, ethambutol and isoniazid;NA;NA;NA;NA;RIFAMPICINA, PIRAZINAMIDA, ETAMBUTOL E ISONIAZIDA
J04AM07;rifampicin, ethambutol and isoniazid;NA;NA;NA;NA;RIFAMPICINA, ETAMBUTOL E ISONIAZIDA
J04AM08;isoniazid, sulfamethoxazole, trimethoprim and pyridoxine;NA;NA;NA;NA;ISONIAZIDA, SULFAMETOXAZOL, TRIMETOPRIMA Y PIRIDOXINA
J04B;DRUGS FOR TREATMENT OF LEPRA;NA;NA;NA;NA;FÁRMACOS PARA EL TRATAMIENTO DE LA LEPRA
J04BA;Drugs for treatment of lepra;NA;NA;NA;NA;FÁRMACOS PARA EL TRATAMIENTO DE LA LEPRA
J04BA01;clofazimine;0.1;g;O;NA;CLOFAZIMINA
J04BA02;dapsone;50;mg;O;NA;DAPSONA
J04BA03;aldesulfone sodium;0.33;g;O;NA;ALDESULFONA SÓDICA
J04BA50;dapsone and rifampicin;NA;NA;NA;NA;DAPSONA Y RIFAMPICINA
J04BA51;dapsone, rifampicin and clofazimine;NA;NA;NA;NA;DAPSONA, RIFAMPICINA Y CLOFAZIMINA
J05;ANTIVIRALS FOR SYSTEMIC USE;NA;NA;NA;NA;ANTIVIRALES DE USO SISTÉMICO
J05A;DIRECT ACTING ANTIVIRALS;NA;NA;NA;NA;ANTIVIRALES DE ACCIÓN DIRECTA
J05AA;Thiosemicarbazones;NA;NA;NA;NA;TIOSEMICARBAZONAS
J05AA01;metisazone;NA;NA;NA;NA;METISAZONA
J05AB;Nucleosides and nucleotides excl. reverse transcriptase inhibitors;NA;NA;NA;NA;NUCLEÓSIDOS Y NUCLEÓTIDOS, EXC. INHIBIDORES DE LA TRANSCRIPTASA INVERSA
J05AB01;aciclovir;4;g;O;NA;ACICLOVIR
J05AB01;aciclovir;4;g;P;NA;ACICLOVIR
J05AB02;idoxuridine;NA;NA;NA;NA;IDOXURIDINA
J05AB03;vidarabine;0.7;g;P;NA;VIDARABINA
J05AB06;ganciclovir;3;g;O;NA;GANCICLOVIR
J05AB06;ganciclovir;0.5;g;P;NA;GANCICLOVIR
J05AB09;famciclovir;0.75;g;O;NA;FAMCICLOVIR
J05AB11;valaciclovir;3;g;O;NA;VALACICLOVIR
J05AB12;cidofovir;25;mg;P;NA;CIDOFOVIR
J05AB13;penciclovir;NA;NA;NA;NA;PENCICLOVIR
J05AB14;valganciclovir;0.9;g;O;NA;VALGANCICLOVIR
J05AB15;brivudine;0.125;g;O;NA;BRIVUDINA
J05AB16;remdesivir;0.1;g;P;NA;REMDESIVIR
J05AB17;brincidofovir;NA;NA;NA;NA;BRINCIDOFOVIR
J05AB18;molnupiravir;1.6;g;O;NA;MOLNUPIRAVIR
J05AC;Cyclic amines;NA;NA;NA;NA;AMINAS CÍCLICAS
J05AC02;rimantadine;0.2;g;O;NA;RIMANTADINA
J05AC03;tromantadine;NA;NA;NA;NA;TROMANTADINA
J05AD;Phosphonic acid derivatives;NA;NA;NA;NA;DERIVADOS DEL ÁCIDO FOSFÓNICO
J05AD01;foscarnet;6.5;g;P;NA;FOSCARNET
J05AD02;fosfonet;NA;NA;NA;NA;FOSFONET
J05AE;Protease inhibitors;NA;NA;NA;NA;INHIBIDORES DE LA PROTEASA
J05AE01;saquinavir;1.8;g;O;NA;SAQUINAVIR
J05AE02;indinavir;2.4;g;O;NA;INDINAVIR
J05AE03;ritonavir;1.2;g;O;NA;RITONAVIR
J05AE04;nelfinavir;2.25;g;O;NA;NELFINAVIR
J05AE05;amprenavir;1.2;g;O;NA;AMPRENAVIR
J05AE07;fosamprenavir;1.4;g;O;NA;FOSAMPRENAVIR
J05AE08;atazanavir;0.3;g;O;NA;ATAZANAVIR
J05AE09;tipranavir;1;g;O;NA;TIPRANAVIR
J05AE10;darunavir;1.2;g;O;NA;DARUNAVIR
J05AE16;ensitrelvir;0.175;g;O;NA;ENSITRELVIR
J05AE30;nirmatrelvir and ritonavir;0.6;g;O;refers to nirmatrelvir;NIRMATRELVIR Y RITONAVIR
J05AF;Nucleoside and nucleotide reverse transcriptase inhibitors;NA;NA;NA;NA;INHIBIDORES DE LA TRANSCRIPTASA INVERSA DE NUCLEÓSIDOS Y NUCLEÓTIDOS
J05AF01;zidovudine;0.6;g;O;NA;ZIDOVUDINA
J05AF01;zidovudine;0.6;g;P;NA;ZIDOVUDINA
J05AF02;didanosine;0.4;g;O;NA;DIDANOSINA
J05AF03;zalcitabine;2.25;mg;O;NA;ZALCITABINA
J05AF04;stavudine;80;mg;O;NA;ESTAVUDINA
J05AF05;lamivudine;0.3;g;O;NA;LAMIVUDINA
J05AF06;abacavir;0.6;g;O;NA;ABACAVIR
J05AF07;tenofovir disoproxil;0.245;g;O;NA;TENOFOVIR DISOPROXIL
J05AF08;adefovir dipivoxil;10;mg;O;NA;ADEFOVIR DIPIVOXIL
J05AF09;emtricitabine;0.2;g;O;NA;EMTRICITABINA
J05AF10;entecavir;0.5;mg;O;NA;ENTECAVIR
J05AF11;telbivudine;0.6;g;O;NA;TELBIVUDINA
J05AF12;clevudine;30;mg;O;NA;CLEVUDINA
J05AF13;tenofovir alafenamide;25;mg;O;NA;TENOFOVIR ALAFENAMIDA
J05AG;Non-nucleoside reverse transcriptase inhibitors;NA;NA;NA;NA;INHIBIDORES DE LA TRANSCRIPTASA INVERSA NO ANÁLOGOS DE NUCLEÓSIDOS
J05AG01;nevirapine;0.4;g;O;NA;NEVIRAPINA
J05AG02;delavirdine;1.2;g;O;NA;DELAVIRDINA
J05AG03;efavirenz;0.6;g;O;NA;EFAVIRENZ
J05AG04;etravirine;0.4;g;O;NA;ETRAVIRINA
J05AG05;rilpivirine;25;mg;O;NA;RILPIVIRINA
J05AG05;rilpivirine;15;mg;P;NA;RILPIVIRINA
J05AG06;doravirine;0.1;g;O;NA;DORAVIRINA
J05AH;Neuraminidase inhibitors;NA;NA;NA;NA;INHIBIDORES DE LA NEURAMINIDASA
J05AH01;zanamivir;20;mg;Inhal.powder;NA;ZANAMIVIR
J05AH01;zanamivir;1.2;g;P;NA;ZANAMIVIR
J05AH02;oseltamivir;0.15;g;O;NA;OSELTAMIVIR
J05AH03;peramivir;0.6;g;P;NA;PERAMIVIR
J05AH04;laninamivir;40;mg;Inhal.powder;NA;LANINAMIVIR
J05AH04;laninamivir;0.16;g;Inhal.solution;NA;LANINAMIVIR
J05AJ;Integrase inhibitors;NA;NA;NA;NA;INHIBIDORES DE LA INTEGRASA
